Syllable/Combination,汉字
jian2|214,㔓㨵㳨㶕䄯䅐䉍䚊䟰䭕䭠䮿䵡䵤䶠俭倹儉减前剪劗咸囝堿帴弿彅戩戬拣挸捡揀揃揵撿暕枧柬梘检検楗橏檢涀減湕瀽煎犍瑐睑瞼硷碱礆笕筧简箴簡籛絸繭翦茧藆蠒裥襇襉襺詃謇謭譾谫趼蹇醎醶錢錽鐗鐧锏閒間險騫鬋鰎鹸鹹鹻鹼齊
jian3|51,㣤㨴㯺㰄㵎䇟䟅䤔䥜䧖䫡䬻䭈䭙䯡件侟俴健僣僭剑剣剱劍劎劒劔塹墹寋建徤揵擶旔朁栫梘楗榗槛檻毽洊涧淺渐湔溅漸澗濫濺瀳煎牮犴珔监監瞯瞷磵礀箭糋繝聻腱臶舰艦茛荐葥蔪薦螹袸見覵见諓諫譖譼谏賎賤贱趝跈践踐踺轞釰釼鉴鋻鍊鍳鍵鏩鐱鑑鑒鑬鑳锏键閒間间鞬餞饯
jian5,橺
lian1B|35,㜕㝺㟀㡘㢘㥕㦁㶌㺦㼓㾾䁠䃛䆂䏈䙺䥥䨬䭑亷令僆劆匲匳嗹噒奁奩嫾帘廉怜慩憐搛斂梿槏槤櫣涟溓漣濂濓熑燫璉瞵磏簾籢籨縺羸翴联聨聫聮聯臁苓莲蓮薕螊蠊裢褳覝謰譧蹥连連鎌鏈鐮镰零鬑鰱鲢
lian2|214,㦁㪘㯬㰈㰸䌞嬚摙敛斂槤歛溓琏璉稴羷脸膦臉蓮蔹薟蘝蘞裣襝輦連鄻醶
lian3|51,㜃㜻㪝㱨㶑㼑僆堜媡孌恋戀摙撿攣楝欄殓殮浰湅潋澰瀲炼煉瑓稴練纞练萰連錬鍊鏈链鰊鱄
mian1B|35,㒙㝰㮌㰃䃇䏃䫵䯶䰓冥婂媔嬵宀杣棉檰櫋眠瞑矈矊矏綿緜緡绵臱芇蝒蠠
mian2|214,㛯㝃㡈㤁㨺㴐㻰䀎䤄䩄丏俛偭免冕勉勔喕娩媔愐汅沔渑湎澠眄眠絻緬缅腼莬葂靦鮸黽黾
mian3|51,㰃㴐䛉冥泯湣牑眄糆面靣麪麫麵麺
nian1A|55,拈捻蔫
nian1B|35,䄭䄹䬯䴴哖姩年溓秊秥粘鮎鯰鲇鲶鵇黏
nian2|214,㜤㞋㮟䚓拈捵捻撚撵攆涊淰焾痆碾簐趁跈蹍蹨躎輦輾辇辗
nian3|51,㲽䧔卄唸埝姩廿念榐艌
pian1A|55,㓲㾫偏囨媥徧扁片犏篇翩鍂鶣
pian1B|35,㛹㼐䮁便平徧扁楄楩璸緶缏胼腁萹蝙褊諚諞谝賆跰蹁辯駢騈骈骿
pian2|214,覑諞谝貵
pian3|51,㸤䏒片猵辨騗騙骗魸
qian1A|55,㗔㡨㢛㥶㩃㩷㪠䀒䇂䉦䙴䞿䫡仟佥僉兛千厱嗛圱圲奷婜孅孯寨岍幵忏悭愆慳扦拪掔揃搴摼撁攐攑攓杄杴檶櫏欦汘汧熑牵牽瓩磏竏签箞簽籤粁縴羥臤芊茾藖蚈褰諐謙谦谸迁遷釺鈆鉛鋟鐱鑯钎铅開阡雃韆顅騫骞鬜鬝鳽鵮鶼鹐
qian1B|35,㓺㦮㨜㩮㪁㸫䁮䅾䈤䐶䕭䖍乾仱偂前墘媊岒忴扲拑掮揵撍朁柑榩橬欦歬涔湔漸潛潜濳灊灒煔燂燖犍玪筋箝羬腱荨葥葴蕁虔蚙赶軡鈐鉆鉗銭錢鍼钤钱钳靬馯騚騝鰬黔黚
qian2|214,㦿㧄㹂䇜䤘䭤凵唊嗛嵰忏慊撖槏歁浅淺繾缱肷脥膁蜸譴谴遣鑓顩齦
qian3|51,㐸㜞㟻㪁㪠㯠䇜䈴䊴䑶䥅䦲䪈䫡䭑䵖䵛伣俔倩傔儙刋嗛堑塹壍嬱嵌廞悓慊撁棈椠槧欠欿歉淒牽皘篏篟綪縴纤艌芊芡茜蒨蔳輤遣錎鰜
qian5,籖鎆鏲
tian1A|55,㬲䀖䋬䚶兲吞天婖沗沾添苫酟靔靝黇
tian1B|35,㧂䏦䑚䟧䡒䡘䣶䥖䧃佃嗔塡填寘屇恬搷撣沺湉滇璳甛甜田甸畇畋畑畠盷瞋碵磌窴緂胋菾鈿鎮钿闐阗顚餂鴫鷆鷏鿬
tian2|214,㖭㙉㜤㥏䄼䄽䐌䠄䣯䩄䬯䵺倎典唺填奵娗忝悿捵晪栝殄淟琠町痶睓紾腆舔蚕覥觍賟銛錪鍩靦餂
tian3|51,㐁㮇㶺䑙掭添琠瑱睼瞋舚菾蚺跈顚
xian1A|55,㔾㰹㲔㷿㸝㺤㾾㿌䂅䄳䆎䉳䊱䩂䯭䯹䵌仙仚佡僊僲先嘕奾妗姍姺嬐孅屳廯忺憸掀揱搟攕暹杴枮欦氙珗祆秈籼綅縿繊纎纖纤苮莶薟蘞褼襳跣跹蹮躚酰醶釤銑銛錟鍁铦锨锬韯韱馦鮮鱻鲜鶱
xian1B|35,㘅㘋㛾㡉㢺㭹㮭㯗㰊㳄㳭㵪䕔䕭䝨䦥䲗䶢伭咁咞咸唌啣嗛堿妶娴娹婱嫌嫺嫻弦慊慳憪挦探撏涎湺溓澖玹甉痫癇癎盷瞯瞷矣碱礥稴絃羬肩胘臤舷藖蚿蛝衔衘誸諴賢贒贤輱醎銜閑閒闲鰔鷳鷴鷼鹇鹹麙
xian2|214,㛍㜷㦥㧥㫫㬎㭠㶍㿅䉳䍎䗾䘆䚚䜢䢾䥪䧋䧮䩙仙冼尟尠崄嶮幰彡憲搟攇显櫶毨洒洗濂灑灦烍燹狝猃獫獮玁省礆禒禰筅箲藓蘚蚬蜆譣赻跣軒銑鍌铣险険險韅顕顯鮮鱻鲜
xian3|51,㡾㦑㦓㪇㬗㰹㺌㽉䁂䃱䃸䉯䏹䐄䙹䢭䤼䦘䧋䧟䧮䨘䨷䭑䱤䵇䵤䶟俔僩僴县咞哯垷埳壏姭娊娨宪寰岘峴憪憲懢捍搚撊晛梘槏橌涀溓瀗献獻现現県睍硍筧粯糮絤綖綫線縣线缐羡羨脅腺膁臔臽苋莧蜆見见誢譀豏賢軐軒鋧錎鏾闞限陥陷霰顈顯餡饀馅鮮麲黹鼸
xian5,鑦
yang1A|55,㒕䄃䱀佒咉央姎怏抰歍殃泱眏秧胦英鉠雵霙鞅鴦鸯
yang1B|35,㟅㦹㬕䁑䖹䬗佯劷垟婸將崵崸徉愓扬揚敭旸昜暘杨样楊氜洋湯炀烊煬玚珜瑒疡痒瘍眻禓羊羏蛘詳諹輰鍚鐊钖阦阳陽霷颺飏鰑鴹鸉
yang2|214,㔦䍩䑆䒋仰佒傟养勜卬咉坱岟慃懩攁映柍楧氧氱洋潒瀁炴痒癢眏礢紻蛘蝆軮鞅養駚
yang3|51,㨾㺊㿮䬺䭐䵮怏恙昂柍样様樣漾瀁烊煬羕詇鞅養
yang5,羪
jiang1A|55,㹔䗵䜫僵壃姜将將彊摪槳橿殭江浆漿畕畺疅疆礓糨繮缰翞茳葁蔣薑螀螿豇韁鱂鳉
jiang2|214,㢡㯍䁰䉃䋌䒂傋勥塂奖奨奬將桨槳獎耩膙蒋蔣講讲顜
jiang3|51,䞪䥒勥匞匠夅将將嵹弜弶強强彊摾櫤洚浆滰漿犟畺疆糡糨紅絳绛蔃虹袶謽酱醤醬降
liang1B|35,㔝㹁䝶䣼䭪亮俍凉墚惊梁椋樑涼粮粱糧綡良莨蜋諒踉輬辌量靚駺鿄鿌
liang2|214,㒳㔝䓣䠃䩫両两俩倆兩唡啢掚緉脼良蜽裲蹣閬魉魎
liang3|51,㾗䀶䁁亮倞兩凉哴喨悢晾涼湸諒谅踉輌輛辆量鍄靓
liang5,煷
niang1B|35,娘嬢孃酿釀
niang3|51,䖆酿醸釀
qiang1A|55,㳾㾤䤌創呛哐啌嗆嗴将將嶈慶戕戗戧抢控搶斨枪椌槍溬牄猐獇玱瑲矼箐篬羌羗羫腔蜣謒跄跫蹌蹡錆鎗鏘鏹锖锵镪鶬
qiang1B|35,㩖丬墙墻嫱嬙廧強强彊樯檣漒爿牆艢蔃蔷薔蘠
qiang2|214,㛨㱿勥墏強强彊抢搶槍繈繦羟羥襁鏹镪
qiang3|51,䵁呛唴嗆戗戧搶摪炝熗羻跄蹌蹡鎗
xiang1A|55,㐮䬕乡儴勷厢啌啍廂忀楿欀湘瓖皀相稥箱緗纕缃膷舡芗葙薌蘘襄郷鄉鄊鄕鑲镶香驤骧鱜麘
xiang1B|35,㟄䄈䇨䔗䜶佭庠栙洋瓨祥絴羏翔詳详跭迒降鴹
xiang2|214,㗽䊑䐟䖮亨享亯响嚮想攘晑曏薌蚃蠁鄉銄響飨餉饗饟饷鮝鯗鱶鲞
xiang3|51,㟟䢽䦳䴂傢像勨向嚮塂姠嶑巷曏樣橡潒珦相缿萫蟓衖襐象鄉銗鐌閧闂降項项鬨鱌
yau1A|55,㙘䌁䙅䛂䳩䶸么吆咬喓夭妖宎幺徼撽枖楆殀玅由祅約约腰葽要訞邀鴁
yau1B|35,㑸㑾㨱䂚䆙䋂䌊䌛䔄䖴䚺䚻䠛䢣䬙佻侥倄傜僥匋嗂垚堯姚媱尧尭峣崤嶢嶤徭恌愮揄揺搖摇摿暚榣殽洮淫滧烑爻猶猺珧瑤瑶磘窑窯窰繇肴蕘蘨謠謡谣踰軺轺遙遥邎銚鎐铫陶隃顤颻飖餆餚鰩鳐鷂
yau2|214,㝔㟱㢓㫍㫏㫐㴭㹓䁏䁘䆗䆞䯚䴠䶧仸偠咬嚙婹嬈宎岆崾抭杳枖柼榚溔狕眑穾窅窈窔舀苭葽蓔要闄騕鴢鷕齩
yau3|51,㔽㞁㵸㿑㿢䑬䔄䙅姚崾幼怮愮曜樂瀹烄熎燿獟疟瘧矅穾窈窔窯筄箹約纅耀艞药葯薬藥袎要覞詏讑趯銚鑰钥靿颻驁鷂鹞鼼
biau1A|55,㟽㶾䁃䁭䅺䔸䙳䮽僄儦剽墂嫖幖彪摽杓标標淲滮漂瀌灬熛爂猋瘭磦穮篻脿膔膘臕苞蔈藨謤贆鏖鏢鑣镖镳颩颮颷飆飇飈飊飑飙飚驃驫骉骠髟麃
biau2|214,㟽㠒㯹䔸剽婊檦脿表裱褾諘錶
biau3|51,㧼䞄俵摽標脿蔈鰾鳔
diau1A|55,㓮㚋㢯㹦䂏䘟䯾䳂凋刀刁刟叼奝弴彫敦椆殦汈淍琱瞗矵碉簓虭蛁貂軺錭雕鮉鯛鲷鳭鵰鼦
diau2|214,㣿䄪䉆䲽佻屌扚鳥鵃鸟
diau3|51,㒛㪕䂪䂽䔙伄倜吊啁嬥弔挑掉瘹稠窎窵竨糶絩綢莜蓧藋蜩訋誂調调趙跳踔釣鈟銚銱鋽鑃钓铞铫雿魡
fiau3|51,覅
jiau1A|55,㲬㶀䌭䍊䙼䢒䴔䶰交佼僥僬儌咬嘄嘐噍姣娇嫶嬌峧嵺嶕嶣徼憍憢挍撟教椒橋浇湫澆激焦燋矯礁穚簥胶膠膲艽芁茭茮菽萩蕉蕎虠蛟蟭跤轇郊鄗鐎驕骄骹鮫鲛鵁鷦鷮鹪
jiau1B|35,嚼矫矯
jiau2|214,㡑㩰㭂㳅㽱㽲䀊䁶䉰䕧䘨䚩䥞䰘佼侥僑僥僬儌剿劋勦卻咬喬妖姣孂徺徼恔憿挢捁搅摎摷撟撹攪敥敫敽敿晈暞曒校樔橋湫湬潐灚烄煍燞狡璬皎皛皦矫矯笅筊糾絞繳纐绞缴脚腳膠臫蟜角譑賋踋蹻釥鉸铰隦餃饺鱎
jiau3|51,㠐㬭㰾㹾䂃䚩䡈䶷僬叫叽呌嘂嘄嘦噍噭嚼嬓學峤嶠徼悎挍敎教敫斠校橋滘漖潐激灂爝獥珓皭稾窌窖筊絞繳藠覺觉訆譥趫趭較轎轿较酵醮釂餃
jiau5,櫵鵤
liau1A|55,撩蹽
liau1B|35,㙩㵳䒿䜍䜮䝀䝤䨅佬僇僚勞嘹嫽寥寮尞屪嵺嶚嶛廖廫憀憭摎撩敹料暸樂樛橑漻潦燎爎獠璙疗療窌竂簝繆繚缭聊膋膫藔蟟蟧豂賿蹘轑辽遼鏐鐐镽飂飉髎鷯鹩
liau2|214,㝋㶫䄦䑠䩍了僚叾嫽憭撩曢潦燎爒瞭繆膫蓼轑鄝釕钌镽
liau3|51,㡻䉼䎆䢧了嘹嫽尞尥尦廖撂撩料炓燎療瞭窷繆蟉轑釕钌镣
miau1A|55,喵
miau1B|35,㑤㠺䁧䖢媌嫹描猫瞄緢苗蜱邈鱙鶓鹋
miau2|214,㦝䅺䏚仯吵妙彯杪淼渺眇秒篎紗緲缈藐訬邈
miau3|51,妙庙庿廟玅眇竗繆缪
niau2|214,㒟㜵㠡㭤䃵䙚䦊䮍嫋嬝嬲尥樢茑茮蔦袅裊褭鳥鸟
niau3|51,㞙㳮尿溺脲
piau1A|55,剽嘌彯慓摽旚漂犥瞟票縹缥翲螵謤飃飄飘驫魒
piau1B|35,㼼䕯䴩剽嫖朴瓢薸闝
piau2|214,㩠㵱㹾殍漂皫瞟篻縹缥膘莩蔈醥顠麃
piau3|51,㬓䏇僄剽勡嘌嫖彯徱慓漂潎瞟票蔈飃驃骠髟
qiau1A|55,㡑㤍㪣㺒䂭䦒䫞䯨䵲劁喿塙墝墽嵪幓幧悄搞摮敫敲校橇橋橾毃毳燆硗碻磝磽礉窯繑繰缲蕉趬跤跷踍蹺蹻郻鄗鄡鄥銚鍫鍬鏒鐰锹雀鞽頝骹
qiau1B|35,㝯䀉䎗䚩䩌䱁乔侨僑劁喬嘺墧嫶峤嶠憔招桥槗樵橋潐焦燋犞癄睄瞧硚礄翘翹荍荞菬蕉蕎藮蟜譙谯趫醮鐈鞒鞽顦驕
qiau2|214,㚽㤍䂪䲾丂巧悄愀愁磽釥雀髜
qiau3|51,㚁㢗㴥䃝䆻䇌俏偢僺削嘺噭墝墽壳峭帩悄捎撬撽殻殼硝磽礉窍竅箾翘翹茭誚譑譙诮谯踃蹺躈陗鞘鞩韒顤髚
tiau1A|55,㬸䄻䑬佻庣恌挑旫桃條祧窕聎
tiau1B|35,㟘㨄䎄䒒䖺䟭䩦䯾䱔䳂佻儵啁岧岹挑朷条條樤祒稠笤脩芀苕萔蓚蓧蓨蜩調调趒迢銚鋚鎥鞗髫鯈鰷鲦齠龆
tiau2|214,㸠䠷嬥宨挑斢晀朓窕窱脁誂趒
tiau3|51,佻咷姚朓眺粜糶絩艞覜超趒趠跳踔頫
tiau5,挑螩
xiau1A|55,㕺㚠㩋㪣㲖㹲㺒䌃䎄䟁䨭䬒䬘䳂䳋䴛侾俏削叟号呺呼咻哓哨哮唬啋嗃嘐嘮嘵嚣嚻囂婋宯宵庨彇憢捎揱搜撓撨枭枵梟梢橚櫹歊歒毊消潇潚瀟灱灲烋焇熇燆猇獟獢痚痟睄硝硣穘窙箫箾簘簫綃縿绡翛肖脩膮莦萧萷蕭藃虈虓蛸蟂蟏蟰蠨謞謼譊踃逍銷销霄颵騷驍驕骁骹髇髐魈鴞鴵鵁鷍鸮
xiau1B|35,㚣㬵㮁䒝佼姣崤殽洨淆筊絞胶訤誵郩
xiau2|214,䒕䥵小晓暁曉皛皢筱筿篠簫謏轇
xiau3|51,㔅㗛㤊㵿㹲㺒䉰䊥䐹䕧俏俲傚効咲哨哮啸嗃嘋嘨嘯奡孝恔效敩斅斆校歗殽涍滧漻澩熽爻狡笑肖芍茭薂詨誟較霄鷕
xiau5,恷
ye1A|55,䓉䭇倻吔噎掖暍枒椰洇潱窫耶蠮饐
ye1B|35,㖿㡋㱌䓉䔑䥺峫捓揶擨斜涂爷爺耶荼邪釾鋣鎁铘餘
ye2|214,㙒也冶吔嘢埜墅壄漜虵蠱野釶
ye3|51,㖡㖶㗼㜇㥷㧉㩎㪑㱉㸣䁆䅖䇩䈎䊦䋵䎨䡾䢡䤳䤶䥟䥡䧨䭎䭟䮜䱒䲜业亱偞僷叶咽啘喝嚈堨墷夜射嶪嶫懕抴拽捙掖揞揲擖擛擪擫晔曄曅曗曳曵枼枽楪業歋殕殗洂液澲烨焆煠熀燁爗璍瓛痷皣瞱瞸礏緤聶腋葉謁谒邺鄓鄴鍱鎑鐷靥靨頁页餣饁馌驜鵺鸈黦
ye5,亪
bie1A|55,㔡㭭䋢䘷䳤憋撇柭瘪癟蔽虌蟞鱉鳖鼈龞
bie1B|35,㧙䇷䏟䟤䠥䭱別别咇徶扒拔捌柲癟癿秘穪苾莂蛂蟞襒蹩
bie2|214,㿜瘪癟
bie3|51,㢼䌘别彆
die1A|55,㦅䩞䪓嗲爹褺跌跕蹛
die1B|35,㑙㗧㤴㥈㦶㩸㩹㫼㬪㭯㲲㲳㷸㻡䏲䞇䠟䫕䳀䴑佚叠咥啑喋垤堞峌崼嵽幉怢恎惵戜挃挕揲昳曡柣楪槢殜氎泆涉渫牃牒瓞畳疂疉疊眣碟窒絰绖耊耋胅至臷艓苵蜨蝶螲褋褶詄諜谍趃跌跕跮踢蹀軼迭鐵镻鞢鰈鰨鲽
die2|214,哆
die3|51,哋昳眰
jie1A|55,㓩㡇㫸䃈䕸䥛䦈亥偕喈喼嗟嚌堦媘嫅差担接掲揭擑椄楷湝煯疖痎癤皆祖秸稭節結结罝脻节苴菨蝔街裓謯鍇阶階鞂鶛
jie1B|35,㓗㔚㔾㘶㛃㞏㞯㠎㦢㨗㨩㮞㮮㸅㼪䀷䀹䂝䂶䅥䌖䕙䗻䣠䥛䫘䲙倢偈偼傑刦刧刼劫劼卩卪唧啑圾契婕媫孑尐岊崨嵑嵥嶻巀幯截扢拮捷掶搩擮擳昅杢杰桀桔桝椄楬楶概榤櫭洁洯渴滐潔狤疌睫砝碣礍竭節紇紒結絜结羯脥节莭蓵蛣蜐蝍蠘蠞蠽衱袷袺訐詰誱讦诘趌跲踕迼鉣鍻鞊頡颉髻魝鮚鲒
jie2|214,她姐媎檞毑獬袓解觧鍇飷
jie3|51,㑘㝏㠹㾏㿍䁓䇒䛺䯰䰺䱄䲸丯介价借吤唶嗟堺妎屆届岕嶰庎徣悈戒拾斺暨楐楷犗玠琾界畍疥砎籍紒耤艐芥藉蚧蛶衸褯解觧誡諎诫鎅雃骱魪鶛
jie5,价假價家
lie1A|55,倈咧
lie1B|35,咧
lie2|214,䟩咧忚挘毟裂
lie3|51,㤠㤡㧜㬯㭞㭩㯿㲱㸹㼲㽟䁽䃳䅀䉭䋑䓟䜲䝓䟹䪉䬅䴕例儠冽列劣劦劽咧哷埒埓奊姴峛巁巤挒捩擖擸栗栵棙洌浖烈烮煭燤爄爉犣猎猟獦獵睙累綟聗脟膊臘茢蛚裂趔躐迾邋颲鬛鬣鮤鱲鴷
lie5,咧
mie1A|55,乜吀咩咪哶孭羋
mie3|51,㒝㩢䁾䈼䌩䘊䩏幭懱搣櫗滅瀎灭烕眜篾蔑薎蠛衊覕鑖鱴鴓
mie5,咩
nie1A|55,捏捻揑
nie1B|35,㡪苶
nie2|214,鉨
nie3|51,㖏㖕㖖㘝㘨㘿㙞㚔㜸㩶㮆㴪㸎䂼䄒䇣䌜䌰䜆䡾䭃䯀䯅䯵䳖乜倪哪啮喦嗫噛嚙囁囐囓囡圼埝孼孽峊嵒嵲嶭巕帇幸惗掜摰攝敜枿棿槷櫱泥涅湼痆篞籋糱糵聂聶臬臲苶菍蘖蠥褹諗讘踂踗踙蹑躡鉩銸鋷錜鎳鑈鑷钀镊镍闑陧隉顳颞齧
pie1A|55,撆撇暼氕潎瞥蔽覕
pie2|214,䥕丿撇苤鐅
pie3|51,嫳
qie1A|55,㛗切脞苆
qie1B|35,㚗䠍䦧伽癿聺茄
qie2|214,且跙
qie3|51,㓶㗫㛍㛙㤲㥦㰤㰰㰼㹤㼤㾀㾜䈉䞣䟙䤿䫔倢切匧厒唼喋嗛契妾婕帹怯悏惬愜慊挈捷朅椄沏洯淁渫漆猰疌砌稧穕窃竊笡箧篋籡緁蕺藒蛣蛪詧趄跙踥輵郄鍥鐑锲魥鯜鰈
tie1A|55,占帖怗怙惵聑萜蝶詀貼贴跕鉆
tie1B|35,䩞
tie2|214,䥫僣帖蛈鉄銕鋨鐡鐵铁驖鴩
tie3|51,䑜䴴䵿呫帖飻餮
xie1A|55,㗨㨝㱔㾚些揳楔歇滊猲獦蝎蠍
xie1B|35,㐖㖿㙝㙦㢵㥟㨙㩉㩦㩪㭨䀘䁯䋶䓳䔑䕵䙎䙽䝱䡡䦖䩤䬅偕儶劦勰协協叶嗋垥夾奊孈峫恊愶慀拹挟挾接揳搚携摺撷擕擷攜斜旪桔梋歙汁湝熁燲瑎眭絜綊緳纈缬翓耶胁脅脇脋膎苴蝢衺裌襭諧讗谐邪鍱鞋鞵頁頡颉鬹魼鮭鲑龤
xie2|214,㕐㝍䥱䥾写冩寫藛血
xie3|51,㒠㓔㔎㕐㖑㙰㞒㞕㡜㣯㣰㦪㰔㰡㳦㳿㴬㴮㴽㸉㽊䁋䉏䉣䊝䕈䙊䙝䚸䢡䦏䩧䪥䲒䵦亵伳偞偰僁写卨卸吤唏喈噧塮夑契娎媟寫屑屓屟屧嶰廨徢懈揳暬枻械楔榍榝榭槷檞欸殺泄泻洩渫溉潰澥瀉瀣灺炧炨烲焎燮爕獬碿祄禼糏紲絏絬緤繲绁缷薢薤蝑蟹蠏褉褻觟解諜謝譮谢豫跬躞躠迦邂隰鞢韰骱齂齘齛齥
yin1A|55,㖶㧢㮒㶏䃌䄄䓰䜾䤃侌凐喑噾囙因垔堙壹姻婣愔慇栶欭歅殷氤洇湮溵烟瘖磤禋秵窨筃絪緸茵荫蒑蔭裀諲銦铟闇闉阥阴陰陻隂霒霠鞇音韾駰骃
yin1B|35,㐺㕂㖗㙬㝙㞤㶣㸒㹜㹞䒞䓄䕾䖐䖜䪩䰼䴦乑伒众冘吟唫噖嚚圁圻垠垦夤婬寅峾崟崯憖斦檭欽殥沂泿淫湛滛潯烎犾狺玪珢璌硍碒芩苂荶蔩螾蟫言訔訚訡訢誾鄞釿鈝銀银霪鷣齗齦龂龈
yin2|214,㐆㥯㦩㧈㱃㹞䇙䌥䏖䒡䤺䨸乚吟听吲喑尹嶾廴引朄檃櫽殷淾湛潭濥濦瘾癮硍磤縯蘟蚓螾讔赺趛輑酓釿鈏闇隐隠隱靷飮飲饮齗
yin3|51,㒚㡥㣧㥼㪦㴈䅧䕃䚿䡛䤃䲟傿印喑垽堷币廕廴慭憖憗懚梀檼洕湚猌瘖癊窨胤茚荫蔭酳陰隱飲饮鮣
yin5,粌
bin1A|55,㟗㯽㻞䚔䧬䨈份傧儐宾彬攽斌梹椕槟檳汃浜滨濒濱濵瀕玢瑸璸砏繽缤虨訜豩豳賓賔贇邠鑌镔霦頻顮
bin2|214,䐔
bin3|51,儐摈擯殡殯膑臏髌髕髩鬂鬓鬢
bin5,氞
jin1A|55,㦗㧆㻱䃡䃸䈥䈽䌝䘳䤺今兓埐堻嶜巾惍斤津濜珒琻璡矜矝砛禁竻筋紟肋荕菳衿襟觔金釒釿钅鹶黅
jin2|214,㝻㯸㹏䌍䐶䒺䤐䥆䭙仅侭僅儘卺厪堇婜嫤尽巹廑慬斳槿漌瑾盡紧紾緊菫蓳謹谨錦锦饉馑
jin3|51,㦗㨷㬐㬜㯲㱈㴆㶦㶳䀆䆮䋮䌝䑤䗯䝲䫴䶖仅伒僅僸儘凚劤劲勁吟唫噤嚍堇墐壗妗嫤嬐嬧寖尽慬搢晉晋枃榗歏殣浕浸湛溍濅濜烬煡燼琎瑨瑾璡璶盡祲禁笒紟縉缙臸荩藎覲觐賮贐赆近进進金鋟靳馸齽
lin1A|55,拎
lin1B|35,㔂㝝㡘㷠䚬䢯䫐䮼临冧厸啉壣崊嶙惏斴晽暽林淋溓滲潾瀶燐獜玪琳璘疄痳瞵碄磷箖粦粼繗翷臨蹸轔辚遴邻鄰鏻隣霖驎魿鱗鳞麐麟
lin2|214,㐭㨆䕲亃伈僯凛凜嶙廩廪懍懔撛檁檩澟癛癝磷稟箖粼菻顲
lin3|51,㖁䉮䗲䚏䫰亃任僯吝恡悋橉淋焛獜甐疄痳瞵磷膦臨蔺藺賃赁蹸躏躙躪轔轥遴鄰閵
min1B|35,㞴㟩㟭㢯㨉䁕䂥䃉䋋䝧䟨䡑䡻䪸䲄姄岷崏忞怋捪旻旼暋民汶渂玟珉琘琝瑉痻盷盿砇碈緍緡缗罠苠鈱錉鍲閔鴖
min2|214,㞶㥸㬆㳷䟨僶冺刡勄呡悯惽愍慜憫抿敃敏敯暋泯湏湣潣皿眠笢笽簢緡繩蠠鈱閔閩闵闽鰵鳘黽黾
min5,厸垊
nin1B|35,㤛䋻䚾䛘囜恁您
nin2|214,拰
nin5,脌
pin1A|55,㡦䎙姘拚拼砏礗穦馪驞
pin1B|35,㰋㺍嚬姘娦嫔嬪玭琕矉薲蘋蠙貧贫頻顰频颦
pin2|214,品榀
pin3|51,匕娉汖泵牝聘
qin1A|55,㓎㾣䃢䜷䵖亲侵儭唚媇寴嵚嶔梫欽浸滲綅菳衾親誛鋟钦頜顉駸骎鮼
qin1B|35,㕂㕋㘦㢙㩒㪁㮗㱽䃡䔷䦦䰼勤嗪噙埁埐堇墐嫀嶜庈廑忴慬懃懄扲捦擒斳梣槿橬檎溱澿珡琴琹瘽矜禽秦耹肣芩芹菦菳蓁蘄蚙螓蠄覃鈂鈙鈫雂靲鬵鳹鵭
qin2|214,㓎㝲㾛䫬侵坅寑寝寢昑梫笉螼赺赾鋟锓
qin3|51,㓎㞬㤈䈜儭吢吣唚寴抋揿搇撳櫬欽沁瀙臤菣藽衿鈊顩
xin1A|55,㖕㛙㣺㭢㽎䅽䛥䜣俽噷噺妡姰嬜廞心忻惞新昕杺欣款歆炘盺芯莘薪訢辛邤鈊鋅鑫锌馨馫
xin1B|35,㚯㜦寻尋撢枔橝礥襑鐔镡鬵
xin2|214,伈
xin3|51,㐰㔤㛛㭄㭡㾙䒖䚱䛨䜗伩信囟孞庍愖憖焮脪興舋芯衅訫軐釁阠顖馸
xin5,忄
ying1A|55,㡕䁐䇦䓨䣐䦫䧹䪯䴍偀吋呎哩唡啢啨嘤嚶央婴媖嫈嬰孆孾应応愥應撄攖旲朠柍桜樱櫻渶滎焸煐珱瑛璎瓔甇甖碤礯緓纓绬缨罂罃罌膺英莖莺蘡蝧蠳褮謍譍譻賏軈鍈鎣鑍锳霙韹韺鴬鶑鶧鶯鷪鷹鸎鸚鹦鹰
ying1B|35,㕲㨕㵬㶈㹚㼆㿘䁝䃷䊔䋼䑉䕦䤰俓僌営塋夃嫈嬴嵤巆攍桯楹櫿泂浧溁溋滎滢潆濙濚濴瀅瀛瀠瀯瀴灐灜熒營瑩盁盈禜籝籯縈耺茔荥荧莹萤营萦萾蓥藀蛍蝇蝿螢蠅覮謍贏赢迎逞鎣
ying2|214,㢍㯋㲟㹵䀴䁝䑍䚆䨍䬬䭊䭗䭘哽巊廮影摬景梬泂浧潁瀴瑩瘿癭矨穎郢鐛頴颍颕颖
ying3|51,㑞䁐䙬䤝䩕䵴哽噟媵嬰应應映暎浧瀅瀴甸眏硬繩膡褮譍迎鞕鱦
bing1A|55,䔊仌仒兵冫冰屏并幷掤栟梹槟檳氷絣鋲
bing2|214,㨀䴵丙偋寎屏庰怲抦摒昞昺枋柄棅炳琕癛眪禀秉稟窉綆苪蛃跰邴鈵鉼陃鞆鞞鞸餅餠饼
bing3|51,㓈䗒丙並併倂偋傡垪寎屏平并幷庰拼摒栤燹病痭竝誁靐鮩
ding1A|55,㣔䟓䦺丁仃叮奵帄灯玎町疔盯耵虰酊釘钉靪
