CH	UCODE	CRZJ_1	INIT	FINL	TONE	DESC	DESC_CRZJ_1
鮦	U+9BA6	tung1B|21	t	ung	1B|21		
鮦	U+9BA6	zeu3B|22	z	eu	3B|22		
鮧	U+9BA7	ji1B|21	j	i	1B|21		
鮧	U+9BA7	tei1B|21	t	ei	1B|21		
鮨	U+9BA8	ngei3B|22	ng	ei	3B|22		
鮨	U+9BA8	ei3B|22		ei	3B|22		
鮨	U+9BA8	zi1A|55	z	i	1A|55		
鮨	U+9BA8	keai1B|21	k	eai	1B|21		
鮩	U+9BA9	bing3B|22	b	ing	3B|22		
鮪	U+9BAA	fui2A|35	f	ui	2A|35		
鮫	U+9BAB	gau1A|55	g	au	1A|55		
鮬	U+9BAC	fu1A|55	f	u	1A|55		
鮭	U+9BAD	gwei1A|55	gw	ei	1A|55		
鮭	U+9BAD	hai1B|21	h	ai	1B|21		
鮭	U+9BAD	wa1A|55	w	a	1A|55		
鮮	U+9BAE	sin1A|55	s	in	1A|55		
鮮	U+9BAE	sin2A|35	s	in	2A|35		
鮯	U+9BAF	gep4Ab|3	g	ep	4Ab|3		
鮰	U+9BB0	wui1B|21	w	ui	1B|21		
鮱	U+9BB1	lou2B|13	l	ou	2B|13		
鮲	U+9BB2	fuk4B|2	f	uk	4B|2		
鮳	U+9BB3	kau3A|33	k	au	3A|33		
鮴	U+9BB4	jeu1A|55	j	eu	1A|55		
鮵	U+9BB5	dyut4B|2	d	yut	4B|2		
鮶	U+9BB6	gwen1A|55	gw	en	1A|55		
鮷	U+9BB7	tei1B|21	t	ei	1B|21		
鮸	U+9BB8	min2B|13	m	in	2B|13		
鮹	U+9BB9	sau1A|55	s	au	1A|55		
鮺	U+9BBA	za2A|35	z	a	2A|35		
鮻	U+9BBB	so1A|55	s	o	1A|55		
鮼	U+9BBC	cem1A|55	c	em	1A|55		
鮽	U+9BBD	jyu1B|21	j	yu	1B|21		
鮾	U+9BBE	noei2B|13	n	oei	2B|13		
鮾	U+9BBE	loei2B|13	l	oei	2B|13		
鮿	U+9BBF	zip4Ab|3	z	ip	4Ab|3		
鯀	U+9BC0	gwen2A|35	gw	en	2A|35		
鯁	U+9BC1	geng2A|35	g	eng	2A|35		
鯁	U+9BC1	keng2A|35	k	eng	2A|35		
鯂	U+9BC2	sou1A|55	s	ou	1A|55		
鯃	U+9BC3	ng1B|21		ng	1B|21		
鯃	U+9BC3	m1B|21		m	1B|21		
鯄	U+9BC4	keu1B|21	k	eu	1B|21		
鯅	U+9BC5	san1A|55	s	an	1A|55		
鯆	U+9BC6	pou1A|55	p	ou	1A|55		
鯇	U+9BC7	wan2B|13	w	an	2B|13		
鯈	U+9BC8	jeu1B|21	j	eu	1B|21		
鯈	U+9BC8	tiu1B|21	t	iu	1B|21		
鯉	U+9BC9	leai2B|13	l	eai	2B|13		
鯊	U+9BCA	sa1A|55	s	a	1A|55		
鯋	U+9BCB	sa1A|55	s	a	1A|55		
鯌	U+9BCC	hou3A|33	h	ou	3A|33		
鯍	U+9BCD	meng1B|21	m	eng	1B|21		
鯎	U+9BCE	sing1B|21	s	ing	1B|21		
鯏	U+9BCF	leai3B|22	l	eai	3B|22		
鯐	U+9BD0	zeu2A|35	z	eu	2A|35		
鯑	U+9BD1	heai1A|55	h	eai	1A|55		
鯒	U+9BD2	jung2A|35	j	ung	2A|35		
鯓	U+9BD3	sen1A|55	s	en	1A|55		
鯔	U+9BD4	zi1A|55	z	i	1A|55		
鯕	U+9BD5	keai1B|21	k	eai	1B|21		
鯖	U+9BD6	cing1A|55	c	ing	1A|55		
鯖	U+9BD6	zing1A|55	z	ing	1A|55		
鯗	U+9BD7	seong2A|35	s	eong	2A|35		
鯘	U+9BD8	noei2B|13	n	oei	2B|13		
鯘	U+9BD8	loei2B|13	l	oei	2B|13		
鯙	U+9BD9	soen1B|21	s	oen	1B|21		
鯚	U+9BDA	gwei3A|33	gw	ei	3A|33		
鯛	U+9BDB	diu1A|55	d	iu	1A|55		
鯜	U+9BDC	cip4Ab|3	c	ip	4Ab|3		
鯝	U+9BDD	gu3A|33	g	u	3A|33		
鯝	U+9BDD	gwu3A|33	gw	u	3A|33		
鯞	U+9BDE	zeu2A|35	z	eu	2A|35		
鯟	U+9BDF	dung1A|55	d	ung	1A|55		
鯠	U+9BE0	loi1B|21	l	oi	1B|21		
鯡	U+9BE1	feai1A|55	f	eai	1A|55		
鯢	U+9BE2	ngei1B|21	ng	ei	1B|21		
鯢	U+9BE2	ei1B|21		ei	1B|21		
鯣	U+9BE3	jik4B|2	j	ik	4B|2		
鯤	U+9BE4	kwen1A|55	kw	en	1A|55		
鯥	U+9BE5	luk4B|2	l	uk	4B|2		
鯦	U+9BE6	geu3B|22	g	eu	3B|22		
鯧	U+9BE7	ceong1A|55	c	eong	1A|55		
鯨	U+9BE8	king1B|21	k	ing	1B|21		
鯩	U+9BE9	loen1B|21	l	oen	1B|21		
鯪	U+9BEA	ling1B|21	l	ing	1B|21		
鯪	U+9BEA	leang1B|21	l	eang	1B|21		
鯫	U+9BEB	zeu1A|55	z	eu	1A|55		
鯬	U+9BEC	leai1B|21	l	eai	1B|21		
鯭	U+9BED	mang1A|55	m	ang	1A|55		
鯮	U+9BEE	zung1A|55	z	ung	1A|55		
鯯	U+9BEF	zei3A|33	z	ei	3A|33		
鯰	U+9BF0	nim1B|21	n	im	1B|21		
鯰	U+9BF0	lim1B|21	l	im	1B|21		
鯱	U+9BF1	fu2A|35	f	u	2A|35		
鯲	U+9BF2	jyu1A|55	j	yu	1A|55		
鯳	U+9BF3	dei2A|35	d	ei	2A|35		
鯴	U+9BF4	set4Aa|5	s	et	4Aa|5		
鯵	U+9BF5	sem1A|55	s	em	1A|55		
鯶	U+9BF6	wan2B|13	w	an	2B|13		
鯷	U+9BF7	tei1B|21	t	ei	1B|21		
鯸	U+9BF8	heu1B|21	h	eu	1B|21		
鯹	U+9BF9	sing1A|55	s	ing	1A|55		
鯺	U+9BFA	zyu1A|55	z	yu	1A|55		
鯻	U+9BFB	lat4B|2	l	at	4B|2		
鯼	U+9BFC	zung1A|55	z	ung	1A|55		
鯽	U+9BFD	zik4Aa|5	z	ik	4Aa|5		
鯽	U+9BFD	zek4Aa|5	z	ek	4Aa|5		
鯾	U+9BFE	bin1A|55	b	in	1A|55		
鯾	U+9BFE	bin2A|35	b	in	2A|35		
鯿	U+9BFF	bin1A|55	b	in	1A|55		
鯿	U+9BFF	bin2A|35	b	in	2A|35		
鰀	U+9C00	wan2B|13	w	an	2B|13		
鰁	U+9C01	cyun1B|21	c	yun	1B|21		
鰂	U+9C02	cak4B|2	c	ak	4B|2		
鰂	U+9C02	zek4Aa|5	z	ek	4Aa|5		
鰃	U+9C03	wei1A|55	w	ei	1A|55		
鰃	U+9C03	wui1A|55	w	ui	1A|55		
鰄	U+9C04	wei1A|55	w	ei	1A|55		
鰅	U+9C05	jyu1B|21	j	yu	1B|21		
鰅	U+9C05	jung1B|21	j	ung	1B|21		
鰆	U+9C06	coen1A|55	c	oen	1A|55		
鰇	U+9C07	jeu1B|21	j	eu	1B|21		
鰈	U+9C08	dip4B|2	d	ip	4B|2		
鰉	U+9C09	wong1B|21	w	ong	1B|21		
鰊	U+9C0A	lin3B|22	l	in	3B|22		
鰋	U+9C0B	jin2A|35	j	in	2A|35		
鰌	U+9C0C	ceu1A|55	c	eu	1A|55		
鰍	U+9C0D	ceu1A|55	c	eu	1A|55		
鰎	U+9C0E	gin2A|35	g	in	2A|35		
鰏	U+9C0F	bik4Aa|5	b	ik	4Aa|5		
鰐	U+9C10	ngok4B|2	ng	ok	4B|2		
鰐	U+9C10	ok4B|2		ok	4B|2		
鰑	U+9C11	jeong1B|21	j	eong	1B|21		
鰒	U+9C12	fuk4Aa|5	f	uk	4Aa|5		
鰓	U+9C13	soi1A|55	s	oi	1A|55		
鰔	U+9C14	gem2A|35	g	em	2A|35		
鰕	U+9C15	ha1A|55	h	a	1A|55		
鰖	U+9C16	to2A|35	t	o	2A|35		
鰗	U+9C17	wu1B|21	w	u	1B|21		
鰘	U+9C18	set4Aa|5	s	et	4Aa|5		
鰙	U+9C19	jeok4B|2	j	eok	4B|2		
鰚	U+9C1A	syun1A|55	s	yun	1A|55		
鰛	U+9C1B	wen1A|55	w	en	1A|55		
鰜	U+9C1C	gim1A|55	g	im	1A|55		
鰝	U+9C1D	hou3B|22	h	ou	3B|22		
鰞	U+9C1E	wu1A|55	w	u	1A|55		
鰟	U+9C1F	pong1B|21	p	ong	1B|21		
鰟	U+9C1F	fong1B|21	f	ong	1B|21		
鰠	U+9C20	sou1A|55	s	ou	1A|55		
鰡	U+9C21	leu1B|21	l	eu	1B|21		
鰢	U+9C22	ma2B|13	m	a	2B|13		
鰣	U+9C23	si1B|21	s	i	1B|21		
鰤	U+9C24	si1A|55	s	i	1A|55		
鰥	U+9C25	gwan1A|55	gw	an	1A|55		
鰦	U+9C26	zi1A|55	z	i	1A|55		
鰧	U+9C27	teng1B|21	t	eng	1B|21		
鰨	U+9C28	tap4Ab|3	t	ap	4Ab|3		
鰨	U+9C28	dip4B|2	d	ip	4B|2		
鰨	U+9C28	tat4Ab|3	t	at	4Ab|3		
鰩	U+9C29	jiu1B|21	j	iu	1B|21		
鰪	U+9C2A	ep4Aa|5		ep	4Aa|5		
鰪	U+9C2A	ngep4Aa|5	ng	ep	4Aa|5		
鰫	U+9C2B	jung1B|21	j	ung	1B|21		
鰫	U+9C2B	sung1B|21	s	ung	1B|21		
鰬	U+9C2C	kin1B|21	k	in	1B|21		
鰭	U+9C2D	keai1B|21	k	eai	1B|21		
鰮	U+9C2E	wen1A|55	w	en	1A|55		
鰯	U+9C2F	jeok4B|2	j	eok	4B|2		
鰰	U+9C30	sen1B|21	s	en	1B|21		
鰱	U+9C31	lin1B|21	l	in	1B|21		
鰲	U+9C32	ngou1B|21	ng	ou	1B|21		
鰲	U+9C32	ou1B|21		ou	1B|21		
鰳	U+9C33	lek4B|2	l	ek	4B|2		
鰳	U+9C33	lak4B|2	l	ak	4B|2		
鰴	U+9C34	fei1A|55	f	ei	1A|55		
鰵	U+9C35	men2B|13	m	en	2B|13		
鰶	U+9C36	zei3A|33	z	ei	3A|33		
鰶	U+9C36	men2B|13	m	en	2B|13		
鰷	U+9C37	tiu1B|21	t	iu	1B|21		
鰸	U+9C38	koei1A|55	k	oei	1A|55		
鰹	U+9C39	gin1A|55	g	in	1A|55		
鰺	U+9C3A	sem1A|55	s	em	1A|55		
鰻	U+9C3B	man3B|22	m	an	3B|22		
鰻	U+9C3B	man1B|21	m	an	1B|21		
鰼	U+9C3C	zap4B|2	z	ap	4B|2		
鰽	U+9C3D	ceu1B|21	c	eu	1B|21		
鰾	U+9C3E	piu2B|13	p	iu	2B|13		
鰿	U+9C3F	zik4Aa|5	z	ik	4Aa|5		
鱀	U+9C40	keai3A|33	k	eai	3A|33		
鱁	U+9C41	zuk4B|2	z	uk	4B|2		
鱂	U+9C42	zeong1A|55	z	eong	1A|55		
鱃	U+9C43	seu1A|55	s	eu	1A|55		
鱄	U+9C44	zyun1A|55	z	yun	1A|55		
鱄	U+9C44	tyun1B|21	t	yun	1B|21		
鱅	U+9C45	jung1B|21	j	ung	1B|21		
鱅	U+9C45	sung1B|21	s	ung	1B|21		
鱆	U+9C46	zeong1A|55	z	eong	1A|55		
鱇	U+9C47	hong1A|55	h	ong	1A|55		
鱈	U+9C48	syut4Ab|3	s	yut	4Ab|3		
鱉	U+9C49	bit4Ab|3	b	it	4Ab|3		
鱊	U+9C4A	wet4B|2	w	et	4B|2		
鱋	U+9C4B	koei1A|55	k	oei	1A|55		
鱌	U+9C4C	zeong3B|22	z	eong	3B|22		
鱍	U+9C4D	but4B|2	b	ut	4B|2		
鱍	U+9C4D	but4Ab|3	b	ut	4Ab|3		
鱎	U+9C4E	giu2A|35	g	iu	2A|35		
鱏	U+9C4F	cem1B|21	c	em	1B|21		
鱐	U+9C50	suk4Aa|5	s	uk	4Aa|5		
鱑	U+9C51	wong1B|21	w	ong	1B|21		
鱒	U+9C52	zyun1A|55	z	yun	1A|55		
鱒	U+9C52	zyun3A|33	z	yun	3A|33		
鱓	U+9C53	to1B|21	t	o	1B|21		
鱓	U+9C53	sin2B|13	s	in	2B|13		
鱔	U+9C54	sin2B|13	s	in	2B|13		
鱔	U+9C54	sin2A|35	s	in	2A|35		
鱕	U+9C55	fan1A|55	f	an	1A|55		
鱖	U+9C56	gwei3A|33	gw	ei	3A|33		
鱖	U+9C56	kyut4Ab|3	k	yut	4Ab|3		
鱗	U+9C57	loen1B|21	l	oen	1B|21		
鱘	U+9C58	cem1B|21	c	em	1B|21		
鱙	U+9C59	jiu1B|21	j	iu	1B|21		
鱚	U+9C5A	heai1A|55	h	eai	1A|55		
鱛	U+9C5B	zeng1A|55	z	eng	1A|55		
鱜	U+9C5C	heong1A|55	h	eong	1A|55		
鱝	U+9C5D	fen2B|13	f	en	2B|13		
鱞	U+9C5E	gwan1A|55	gw	an	1A|55		
鱟	U+9C5F	heu3B|22	h	eu	3B|22		
鱠	U+9C60	kui2A|35	k	ui	2A|35		
鱠	U+9C60	kwui2A|35	kw	ui	2A|35		
鱡	U+9C61	cak4B|2	c	ak	4B|2		
鱢	U+9C62	sou1A|55	s	ou	1A|55		
鱣	U+9C63	zin1A|55	z	in	1A|55		
鱣	U+9C63	sin2B|13	s	in	2B|13		
鱤	U+9C64	gem2A|35	g	em	2A|35		
鱥	U+9C65	gwei3A|33	gw	ei	3A|33		
鱦	U+9C66	jing3B|22	j	ing	3B|22		
鱧	U+9C67	lei2B|13	l	ei	2B|13		
鱨	U+9C68	seong1B|21	s	eong	1B|21		
鱩	U+9C69	loei1B|21	l	oei	1B|21		
鱪	U+9C6A	syu2A|35	s	yu	2A|35		
鱫	U+9C6B	oi3A|33		oi	3A|33		
鱫	U+9C6B	ngoi3A|33	ng	oi	3A|33		
鱬	U+9C6C	jyu1B|21	j	yu	1B|21		
鱭	U+9C6D	cei2B|13	c	ei	2B|13		
鱭	U+9C6D	cei1B|21	c	ei	1B|21		
鱮	U+9C6E	zoei3B|22	z	oei	3B|22		
鱯	U+9C6F	wu3B|22	w	u	3B|22		
鱰	U+9C70	cyu2B|13	c	yu	2B|13		
鱱	U+9C71	lei3B|22	l	ei	3B|22		
鱲	U+9C72	lip4B|2	l	ip	4B|2		
鱲	U+9C72	lep4B|2	l	ep	4B|2		
鱲	U+9C72	lap4B|2	l	ap	4B|2		
鱳	U+9C73	lik4B|2	l	ik	4B|2		
鱴	U+9C74	mit4B|2	m	it	4B|2		
鱵	U+9C75	zem1A|55	z	em	1A|55		
鱶	U+9C76	seong2A|35	s	eong	2A|35		
鱷	U+9C77	ngok4B|2	ng	ok	4B|2		
鱷	U+9C77	ok4B|2		ok	4B|2		
鱸	U+9C78	lou1B|21	l	ou	1B|21		
鱹	U+9C79	gun3A|33	g	un	3A|33		
鱹	U+9C79	gwun3A|33	gw	un	3A|33		
鱺	U+9C7A	leai1B|21	l	eai	1B|21		
鱻	U+9C7B	sin1A|55	s	in	1A|55		
鱼	U+9C7C	jyu1B|21	j	yu	1B|21		
鱼	U+9C7C	jyu2A|35	j	yu	2A|35		
鱽	U+9C7D	dou1A|55	d	ou	1A|55		
鱾	U+9C7E	geai2A|35	g	eai	2A|35		
鱿	U+9C7F	jeu1B|21	j	eu	1B|21		
鱿	U+9C7F	jeu2A|35	j	eu	2A|35		
鲀	U+9C80	tyun1B|21	t	yun	1B|21		
鲁	U+9C81	lou2B|13	l	ou	2B|13		
鲂	U+9C82	fong1B|21	f	ong	1B|21		
鲃	U+9C83	ba1A|55	b	a	1A|55		
鲃	U+9C83	bet4B|2	b	et	4B|2		
鲄	U+9C84	ho1B|21	h	o	1B|21		
鲅	U+9C85	bet4B|2	b	et	4B|2		
鲅	U+9C85	bet4Ab|3	b	et	4Ab|3		
鲅	U+9C85	but4Ab|3	b	ut	4Ab|3		
鲆	U+9C86	ping1B|21	p	ing	1B|21		
鲇	U+9C87	nim1B|21	n	im	1B|21		
鲇	U+9C87	lim1B|21	l	im	1B|21		
鲈	U+9C88	lou1B|21	l	ou	1B|21		
鲉	U+9C89	jeu1B|21	j	eu	1B|21		
鲊	U+9C8A	za2A|35	z	a	2A|35		
鲊	U+9C8A	za3A|33	z	a	3A|33		
鲋	U+9C8B	fu3B|22	f	u	3B|22		
鲌	U+9C8C	bak4B|2	b	ak	4B|2		
鲌	U+9C8C	bet4B|2	b	et	4B|2		
鲍	U+9C8D	bau1A|55	b	au	1A|55		
鲍	U+9C8D	bau3B|22	b	au	3B|22		
鲎	U+9C8E	heu3B|22	h	eu	3B|22		
鲏	U+9C8F	peai1B|21	p	eai	1B|21		
鲐	U+9C90	toi1B|21	t	oi	1B|21		
鲑	U+9C91	gwei1A|55	gw	ei	1A|55		
鲑	U+9C91	hai1B|21	h	ai	1B|21		
鲑	U+9C91	wa1A|55	w	a	1A|55		
鲒	U+9C92	git4Ab|3	g	it	4Ab|3		
鲓	U+9C93	kau3A|33	k	au	3A|33		
鲔	U+9C94	fui2A|35	f	ui	2A|35		
鲕	U+9C95	ji1B|21	j	i	1B|21		
鲖	U+9C96	tung1B|21	t	ung	1B|21		
鲖	U+9C96	zeu3B|22	z	eu	3B|22		
鲗	U+9C97	cak4B|2	c	ak	4B|2		
鲗	U+9C97	zek4Aa|5	z	ek	4Aa|5		
鲘	U+9C98	heu3B|22	h	eu	3B|22		
鲙	U+9C99	kui2A|35	k	ui	2A|35		
鲙	U+9C99	kwui2A|35	kw	ui	2A|35		
鲚	U+9C9A	cei2B|13	c	ei	2B|13		
鲚	U+9C9A	cei1B|21	c	ei	1B|21		
鲛	U+9C9B	gau1A|55	g	au	1A|55		
鲜	U+9C9C	sin1A|55	s	in	1A|55		
鲜	U+9C9C	sin2A|35	s	in	2A|35		
鲝	U+9C9D	za2A|35	z	a	2A|35		
鲞	U+9C9E	seong2A|35	s	eong	2A|35		
鲟	U+9C9F	cem1B|21	c	em	1B|21		
鲠	U+9CA0	geng2A|35	g	eng	2A|35		
鲠	U+9CA0	keng2A|35	k	eng	2A|35		
鲡	U+9CA1	leai1B|21	l	eai	1B|21		
鲢	U+9CA2	lin1B|21	l	in	1B|21		
鲣	U+9CA3	gin1A|55	g	in	1A|55		
鲤	U+9CA4	leai2B|13	l	eai	2B|13		
鲥	U+9CA5	si1B|21	s	i	1B|21		
鲦	U+9CA6	tiu1B|21	t	iu	1B|21		
鲧	U+9CA7	gwen2A|35	gw	en	2A|35		
鲨	U+9CA8	sa1A|55	s	a	1A|55		
鲩	U+9CA9	wan2B|13	w	an	2B|13		
鲪	U+9CAA	gwen1A|55	gw	en	1A|55		
鲫	U+9CAB	zik4Aa|5	z	ik	4Aa|5		
鲫	U+9CAB	zek4Aa|5	z	ek	4Aa|5		
鲬	U+9CAC	jung2A|35	j	ung	2A|35		
鲭	U+9CAD	cing1A|55	c	ing	1A|55		
鲭	U+9CAD	zing1A|55	z	ing	1A|55		
鲮	U+9CAE	ling1B|21	l	ing	1B|21		
鲮	U+9CAE	leang1B|21	l	eang	1B|21		
鲯	U+9CAF	keai1B|21	k	eai	1B|21		
鲰	U+9CB0	zeu1A|55	z	eu	1A|55		
鲱	U+9CB1	feai1A|55	f	eai	1A|55		
鲲	U+9CB2	kwen1A|55	kw	en	1A|55		
鲳	U+9CB3	ceong1A|55	c	eong	1A|55		
鲴	U+9CB4	gu3A|33	g	u	3A|33		
鲴	U+9CB4	gwu3A|33	gw	u	3A|33		
鲵	U+9CB5	ngei1B|21	ng	ei	1B|21		
鲵	U+9CB5	ei1B|21		ei	1B|21		
鲶	U+9CB6	nim1B|21	n	im	1B|21		
鲶	U+9CB6	lim1B|21	l	im	1B|21		
鲷	U+9CB7	diu1A|55	d	iu	1A|55		
鲸	U+9CB8	king1B|21	k	ing	1B|21		
鲹	U+9CB9	sem1A|55	s	em	1A|55		
鲺	U+9CBA	set4Aa|5	s	et	4Aa|5		
鲻	U+9CBB	zi1A|55	z	i	1A|55		
鲼	U+9CBC	fen2B|13	f	en	2B|13		
鲽	U+9CBD	dip4B|2	d	ip	4B|2		
鲾	U+9CBE	bik4Aa|5	b	ik	4Aa|5		
鲿	U+9CBF	seong1B|21	s	eong	1B|21		
鳀	U+9CC0	tei1B|21	t	ei	1B|21		
鳁	U+9CC1	wen1A|55	w	en	1A|55		
鳂	U+9CC2	wei1A|55	w	ei	1A|55		
鳂	U+9CC2	wui1A|55	w	ui	1A|55		
鳃	U+9CC3	soi1A|55	s	oi	1A|55		
鳄	U+9CC4	ngok4B|2	ng	ok	4B|2		
鳄	U+9CC4	ok4B|2		ok	4B|2		
鳅	U+9CC5	ceu1A|55	c	eu	1A|55		
鳆	U+9CC6	fuk4Aa|5	f	uk	4Aa|5		
鳇	U+9CC7	wong1B|21	w	ong	1B|21		
鳈	U+9CC8	cyun1B|21	c	yun	1B|21		
鳉	U+9CC9	zeong1A|55	z	eong	1A|55		
鳊	U+9CCA	bin1A|55	b	in	1A|55		
鳊	U+9CCA	bin2A|35	b	in	2A|35		
鳋	U+9CCB	sou1A|55	s	ou	1A|55		
鳌	U+9CCC	ngou1B|21	ng	ou	1B|21		
鳌	U+9CCC	ou1B|21		ou	1B|21		
鳍	U+9CCD	keai1B|21	k	eai	1B|21		
鳎	U+9CCE	tap4Ab|3	t	ap	4Ab|3		
鳎	U+9CCE	dip4B|2	d	ip	4B|2		
鳎	U+9CCE	tat4Ab|3	t	at	4Ab|3		
鳏	U+9CCF	gwan1A|55	gw	an	1A|55		
鳐	U+9CD0	jiu1B|21	j	iu	1B|21		
鳑	U+9CD1	pong1B|21	p	ong	1B|21		
鳑	U+9CD1	fong1B|21	f	ong	1B|21		
鳒	U+9CD2	gim1A|55	g	im	1A|55		
鳓	U+9CD3	lek4B|2	l	ek	4B|2		
鳓	U+9CD3	lak4B|2	l	ak	4B|2		
鳔	U+9CD4	piu2B|13	p	iu	2B|13		
鳕	U+9CD5	syut4Ab|3	s	yut	4Ab|3		
鳖	U+9CD6	bit4Ab|3	b	it	4Ab|3		
鳗	U+9CD7	man3B|22	m	an	3B|22		
鳗	U+9CD7	man1B|21	m	an	1B|21		
鳘	U+9CD8	men2B|13	m	en	2B|13		
鳙	U+9CD9	jung1B|21	j	ung	1B|21		
鳙	U+9CD9	sung1B|21	s	ung	1B|21		
鳚	U+9CDA	wei3A|33	w	ei	3A|33		
鳛	U+9CDB	zap4B|2	z	ap	4B|2		
鳜	U+9CDC	gwei3A|33	gw	ei	3A|33		
鳜	U+9CDC	kyut4Ab|3	k	yut	4Ab|3		
鳝	U+9CDD	sin2B|13	s	in	2B|13		
鳝	U+9CDD	sin2A|35	s	in	2A|35		
鳞	U+9CDE	loen1B|21	l	oen	1B|21		
鳟	U+9CDF	zyun1A|55	z	yun	1A|55		
鳟	U+9CDF	zyun3A|33	z	yun	3A|33		
鳠	U+9CE0	wu3B|22	w	u	3B|22		
鳡	U+9CE1	gem2A|35	g	em	2A|35		
鳢	U+9CE2	lei2B|13	l	ei	2B|13		
鳣	U+9CE3	zin1A|55	z	in	1A|55		
鳣	U+9CE3	sin2B|13	s	in	2B|13		
鳤	U+9CE4	gun2A|35	g	un	2A|35		
鳤	U+9CE4	gwun2A|35	gw	un	2A|35		
鳥	U+9CE5	niu2B|13	n	iu	2B|13		
鳥	U+9CE5	liu2B|13	l	iu	2B|13		
鳥	U+9CE5	diu2A|35	d	iu	2A|35		
鳦	U+9CE6	jyut4B|2	j	yut	4B|2		
鳦	U+9CE6	jyut4Ab|3	j	yut	4Ab|3		
鳧	U+9CE7	fu1B|21	f	u	1B|21		
鳨	U+9CE8	lik4B|2	l	ik	4B|2		
鳩	U+9CE9	geu1A|55	g	eu	1A|55		
鳩	U+9CE9	keu1A|55	k	eu	1A|55		
鳪	U+9CEA	buk4Aa|5	b	uk	4Aa|5		
鳫	U+9CEB	ngan3B|22	ng	an	3B|22		
鳫	U+9CEB	an3B|22		an	3B|22		
鳬	U+9CEC	fu1B|21	f	u	1B|21		
鳭	U+9CED	dou1A|55	d	ou	1A|55		
鳮	U+9CEE	gei1A|55	g	ei	1A|55		
鳯	U+9CEF	fung3B|22	f	ung	3B|22		
鳰	U+9CF0	jep4B|2	j	ep	4B|2		
鳱	U+9CF1	gon1A|55	g	on	1A|55		
鳱	U+9CF1	hon3B|22	h	on	3B|22		
鳲	U+9CF2	si1A|55	s	i	1A|55		
鳳	U+9CF3	fung3B|22	f	ung	3B|22		
鳳	U+9CF3	fung2A|35	f	ung	2A|35		
鳴	U+9CF4	ming1B|21	m	ing	1B|21		
鳵	U+9CF5	bou2A|35	b	ou	2A|35		
鳶	U+9CF6	jyun1A|55	j	yun	1A|55		
鳶	U+9CF6	jyun1B|21	j	yun	1B|21		
鳷	U+9CF7	zi1A|55	z	i	1A|55		
鳸	U+9CF8	wu3B|22	w	u	3B|22		
鳹	U+9CF9	kem1B|21	k	em	1B|21		
鳺	U+9CFA	fu1A|55	f	u	1A|55		
鳻	U+9CFB	ban1A|55	b	an	1A|55		
鳼	U+9CFC	men1B|21	m	en	1B|21		
鳽	U+9CFD	gin1A|55	g	in	1A|55		
鳾	U+9CFE	si1A|55	s	i	1A|55		
鳿	U+9CFF	juk4B|2	j	uk	4B|2		
鴀	U+9D00	feu1B|21	f	eu	1B|21		
鴀	U+9D00	feu2A|35	f	eu	2A|35		
鴁	U+9D01	jiu1A|55	j	iu	1A|55		
鴂	U+9D02	kyut4Ab|3	k	yut	4Ab|3		
鴃	U+9D03	gwik4Aa|5	gw	ik	4Aa|5		
鴃	U+9D03	kyut4Ab|3	k	yut	4Ab|3		
鴄	U+9D04	pet4Aa|5	p	et	4Aa|5		
鴅	U+9D05	fun1A|55	f	un	1A|55		
鴆	U+9D06	zem3B|22	z	em	3B|22		
鴇	U+9D07	bou2A|35	b	ou	2A|35		
鴈	U+9D08	ngan3B|22	ng	an	3B|22		
鴈	U+9D08	an3B|22		an	3B|22		
鴉	U+9D09	a1A|55		a	1A|55		
鴉	U+9D09	nga1A|55	ng	a	1A|55		
鴊	U+9D0A	zing3A|33	z	ing	3A|33		
鴋	U+9D0B	fong1A|55	f	ong	1A|55		
鴌	U+9D0C	fung3B|22	f	ung	3B|22		
鴍	U+9D0D	men1B|21	m	en	1B|21		
鴎	U+9D0E	eu1A|55		eu	1A|55		
鴎	U+9D0E	ngeu1A|55	ng	eu	1A|55		
鴏	U+9D0F	dek4B|2	d	ek	4B|2		
鴐	U+9D10	ga1A|55	g	a	1A|55		
鴑	U+9D11	jyu1B|21	j	yu	1B|21		
鴒	U+9D12	ling1B|21	l	ing	1B|21		
鴓	U+9D13	bet4B|2	b	et	4B|2		
鴓	U+9D13	mit4B|2	m	it	4B|2		
鴓	U+9D13	met4B|2	m	et	4B|2		
鴔	U+9D14	fuk4B|2	f	uk	4B|2		
鴕	U+9D15	to1B|21	t	o	1B|21		
鴖	U+9D16	men1B|21	m	en	1B|21		
鴗	U+9D17	lap4B|2	l	ap	4B|2		
鴗	U+9D17	lep4B|2	l	ep	4B|2		
鴘	U+9D18	bin2A|35	b	in	2A|35		
鴙	U+9D19	zi3B|22	z	i	3B|22		
鴚	U+9D1A	go1A|55	g	o	1A|55		
鴚	U+9D1A	ga1A|55	g	a	1A|55		
鴛	U+9D1B	jyun1A|55	j	yun	1A|55		
鴛	U+9D1B	jin1A|55	j	in	1A|55		
鴜	U+9D1C	ci1B|21	c	i	1B|21		
鴝	U+9D1D	koei1B|21	k	oei	1B|21		
鴞	U+9D1E	hiu1A|55	h	iu	1A|55		
鴟	U+9D1F	ci1A|55	c	i	1A|55		
鴠	U+9D20	dan3A|33	d	an	3A|33		
